NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),Category
22946,"SUPPER BAKES MEAL KITS,HERB CHICK W/ RICE",48.8,197,4.26,1.06,42.55,1.1,2.13,21.0,1.38,21.0,145.0,229.5,830.0,0.99,0.09,0.532,1.9385,0.696,5.0,"Meals, Entrees, and Side Dishes"
22949,"SUPPER BAKES MEAL KITS,SOUTHWESTERN-STYLE CHICK W/RICE",53.2,189,4.94,1.23,39.51,2.5,4.94,21.0,1.38,21.0,145.0,229.5,741.0,0.99,0.09,0.617,1.9385,0.696,6.0,"Meals, Entrees, and Side Dishes"
22928,"BURRITO,BF & BEAN,MICROWAVED",38.14,298,8.73,11.94,38.95,6.9,1.36,39.0,3.12,36.0,97.0,271.0,659.0,1.24,0.228,4.072,5.035,1.763,9.0,"Meals, Entrees, and Side Dishes"
28155,"KEEBLER,WAFFLE BOWLS",2.0,424,6.5,5.3,87.7,1.8,31.6,21.0,3.0,15.0,80.0,100.0,149.0,0.7,0.09,0.86,1.86,1.35,4.0,Snacks
28156,"KEEBLER,WAFFLE CONES",2.0,424,6.5,5.3,87.7,1.8,31.6,21.0,3.0,15.0,80.0,100.0,149.0,0.7,0.09,0.86,1.86,1.35,4.0,Snacks
25043,"SNACKS,CANDY BITS,YOGURT COVERED W/ VIT C",3.73,415,0.0,7.5,86.9,0.2,65.0,500.0,0.19,23.0,190.0,338.0,75.0,0.86,0.021,1.389,0.983,3.886,3.0,Snacks
28162,"KELLOGG'S,CORN FLAKES CRUMBS",3.0,367,7.5,0.4,84.4,1.2,9.3,21.0,13.3,40.0,87.0,169.0,638.0,1.0,0.09,0.1,0.1,0.2,0.0,Snacks
25071,RICE CRACKERS,0.11,416,10.0,5.0,82.64,0.0,0.0,0.0,0.0,156.0,362.0,243.0,233.0,2.2,0.301,0.0,3.021,1.641,0.0,Snacks
25059,"Snacks, brown rice chips",5.8,384,8.2,2.8,81.5,4.2,0.6,11.0,1.49,131.0,360.0,290.0,326.0,3.0,0.445,0.642,1.03,0.98,0.0,Snacks
25052,"SNACKS,GRANOLA BAR,QUAKER,CHEWY,90 CAL BAR",6.23,408,4.17,8.33,79.17,4.2,29.17,333.0,1.5,71.0,152.0,224.0,313.0,1.23,0.307,2.083,2.945,1.929,0.0,Snacks
28185,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD STRAWBERRY BKD BITES",2.5,440,4.7,11.8,79.1,1.5,35.3,21.0,9.4,10.0,44.0,68.0,510.0,0.5,0.09,4.5,2.4,4.0,0.0,Snacks
28183,"KELLOGG'S,POP-TARTS MINI CRISPS,CINN BROWN SUGAR BKD BITES",2.5,433,4.8,11.0,79.0,1.7,33.4,21.0,7.8,11.0,45.0,71.0,525.0,0.5,0.09,3.5,2.5,4.1,0.0,Snacks
28184,"KELLOGG'S,POP-TARTS MINI CRISPS,FRSTD CHOC BKD BITES",2.5,438,5.0,11.6,78.9,2.2,35.8,21.0,7.8,21.0,58.0,160.0,487.0,0.6,0.09,3.9,2.5,3.9,0.0,Snacks
35194,"AGAVE,DRIED (SOUTHWEST)",11.64,341,1.71,0.69,81.98,15.6,50.7,770.0,3.64,207.0,37.0,767.0,14.0,12.1,0.189,1.592,1.9385,0.696,0.0,American Indian/Alaska Native Foods
35232,"WOCAS,DRIED SEEDS,OREGON,YEL POND LILY (KLAMATH)",9.36,361,7.9,1.07,80.02,19.2,0.43,27.0,1.47,86.0,229.0,553.0,25.0,6.33,0.073,0.147,0.1,0.161,0.0,American Indian/Alaska Native Foods
35136,"CORNMEAL,WHITE (NAVAJO)",5.42,398,10.99,5.04,77.14,10.4,1.46,11.0,3.79,125.0,280.0,443.0,4.0,3.24,0.219,0.853,1.532,2.078,4.0,American Indian/Alaska Native Foods
35131,"CORNMEAL,BLUE (NAVAJO)",5.7,398,10.4,5.44,76.93,8.7,1.81,5.0,2.91,133.0,354.0,393.0,7.0,2.91,0.218,0.886,1.679,2.465,4.0,American Indian/Alaska Native Foods
32018,"SPANISH RICE MIX,DRY MIX,UNPREP",7.27,363,10.62,1.62,76.45,3.1,3.83,29.0,3.32,37.0,146.0,445.0,1085.0,1.03,0.19,0.395,0.341,0.604,4.0,American Indian/Alaska Native Foods
32002,"RICE & VERMICELLI MIX,RICE PILAF FLAVOR,UNPREP",8.04,359,10.42,1.37,76.31,1.2,1.53,83.0,2.44,32.0,154.0,188.0,1303.0,1.01,0.166,0.307,0.373,0.377,1.0,American Indian/Alaska Native Foods
32029,"RICE MIX,WHITE & WILD,FLAV,UNPREP",7.53,355,10.53,0.88,76.14,1.8,1.75,105.0,4.74,182.0,400.0,333.0,1140.0,5.39,0.53,0.0,0.18,0.57,0.0,American Indian/Alaska Native Foods
32000,"RICE & VERMICELLI MIX,BF FLAVOR,UNPREP",8.27,359,10.84,1.27,76.02,1.6,4.27,32.0,2.82,34.0,125.0,169.0,1337.0,1.34,0.186,0.31,0.283,0.382,0.0,American Indian/Alaska Native Foods
35135,"CORN,WHITE,STMD (NAVAJO)",8.09,386,9.72,5.18,75.2,16.6,6.47,14.0,2.29,123.0,312.0,532.0,4.0,3.15,0.231,0.83,1.483,1.862,4.0,American Indian/Alaska Native Foods
35134,"CORN,DRIED (NAVAJO)",8.1,386,9.88,5.22,74.93,0.7,5.38,15.0,1.92,124.0,337.0,511.0,13.0,3.05,0.195,0.82,1.483,1.9,4.0,American Indian/Alaska Native Foods
43216,"SWEETENERS,TABLETOP,FRUCTOSE,DRY,PDR",0.0,368,0.0,0.0,100.0,0.0,92.7,0.0,0.1,0.0,0.0,0.0,12.0,0.0,0.221,0.0,0.0,0.0,0.0,Restaurant Foods
43058,"CANDIES,HARD,DIETETIC OR LO CAL (SORBITOL)",1.4,394,0.0,0.0,98.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Restaurant Foods
43060,"CHEWING GUM,SUGARLESS",3.5,268,0.0,0.4,94.8,2.4,0.0,20.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.058,0.093,0.232,0.0,Restaurant Foods
43046,"CANDIES,NOUGAT,W/ ALMONDS",2.15,398,3.33,1.67,92.39,3.3,44.97,32.0,0.59,32.0,55.0,105.0,33.0,0.42,0.134,1.667,0.0,0.0,0.0,Restaurant Foods
43345,"BEVER,FRUIT-FLAV DRK,PDR,W/ HI VIT C W/ OTHER ADD VIT,LO CAL",1.32,227,0.25,0.16,91.0,2.2,0.0,800.0,0.08,245.0,493.0,2518.0,14.0,0.01,0.011,0.01,0.038,0.034,0.0,Restaurant Foods
43158,"SWEETENERS,TABLETOP,SACCHARIN (SODIUM SACCHARIN)",8.75,360,0.94,0.0,89.11,0.0,85.19,0.0,0.04,0.0,0.0,4.0,428.0,0.01,0.0,0.0,0.0,0.0,0.0,Restaurant Foods
43214,"BUTTER REPLCMNT,WO/FAT,PDR",5.0,373,2.0,1.0,89.0,0.0,5.3,23.0,2.0,0.0,8.0,2.0,1200.0,0.0,0.0,0.589,0.276,0.057,2.0,Restaurant Foods
43544,"BABYFOOD,CRL,RICE W/ PEARS & APPL,DRY,INST FORT",2.0,389,6.6,0.9,88.5,2.6,1.35,38.0,9.0,37.0,253.0,414.0,2.0,3.3,0.377,0.185,0.252,0.231,0.0,Restaurant Foods
43057,"CANDIES,GUM DROPS,NO SUGAR OR LO CAL (SORBITOL)",11.7,354,0.0,0.2,88.1,0.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.034,0.092,0.064,0.0,Restaurant Foods
42055,"BEVERAGES,FRUIT-FLAVORED DRK,DRY PDR MIX,LO CAL,W/ ASPRT",1.84,218,0.45,0.04,87.38,0.1,0.0,1047.0,0.08,3.0,1239.0,498.0,404.0,0.0,0.0,0.0,0.0,0.0,0.0,Restaurant Foods
