NDB_No,Shrt_Desc,Water_(g),Energ_Kcal,Protein_(g),Lipid_Tot_(g),Carbohydrt_(g),Fiber_TD_(g),Sugar_Tot_(g),Calcium_(mg),Iron_(mg),Magnesium_(mg),Phosphorus_(mg),Potassium_(mg),Sodium_(mg),Zinc_(mg),Copper_mg),FA_Sat_(g),FA_Mono_(g),FA_Poly_(g),Cholestrl_(mg),Category
28356,"GLUTINO,GLUTEN FREE COOKIES,CHOC VANILLA CREME",2.84,474,2.19,17.89,76.03,2.5,49.0,19.0,2.81,40.0,70.0,157.0,275.0,0.66,0.261,7.905,6.142,1.807,4.0,Snacks
28335,"COOKIES,GLUTEN-FREE,VANILLA SNDWCH,W/ CREME FILLING",1.67,493,2.66,20.47,74.61,0.5,46.68,14.0,0.34,13.0,39.0,105.0,201.0,0.23,0.045,7.006,8.251,2.851,4.0,Snacks
28309,"COOKIES,COCNT MACAROON",11.5,460,3.02,22.55,61.22,5.1,45.16,5.0,0.82,29.0,68.0,123.0,241.0,0.73,0.269,20.099,1.61,0.81,0.0,Snacks
28097,"KEEBLER,FUDGE SHOPPE,MERRY MINT PATTIES,HOLIDAY",1.0,528,2.9,27.7,66.7,1.4,44.3,21.0,2.2,16.0,60.0,159.0,249.0,0.4,0.09,23.3,3.2,1.0,0.0,Snacks
33868,"INF FORMULA,GERBER GOOD START 2,GENTLE PLUS,PDR",2.5,492,10.8,25.1,57.1,0.0,57.1,935.0,9.8,34.0,522.0,531.0,133.0,3.9,0.394,10.517,9.126,4.862,0.0,American Indian/Alaska Native Foods
33862,"INF FORMULA, MEAD JOHNSON, ENFAMIL, PRM, NEWBORN, PWD",2.5,514,10.8,27.0,57.0,0.0,57.0,400.0,9.2,41.0,220.0,550.0,138.0,5.1,0.38,7.787,6.968,3.586,0.0,American Indian/Alaska Native Foods
33863,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM LIPIL,INFANT,PDR",2.4,510,10.8,27.0,57.0,0.0,57.0,390.0,9.2,41.0,220.0,550.0,138.0,5.1,0.38,11.161,9.987,5.213,0.0,American Indian/Alaska Native Foods
33867,"INF FORMULA, GERBER, GOOD START, PROTECT PLUS,PDR",2.0,512,11.3,26.1,57.0,0.0,57.0,343.0,7.7,36.0,195.0,553.0,138.0,4.1,0.41,10.936,9.49,5.055,0.0,American Indian/Alaska Native Foods
33877,"INF FORMULA,MEAD JOHNSON,ENFAMIL,PREMIUM,INFANT,PDR",2.4,510,10.8,27.0,57.0,0.0,57.0,390.0,9.2,41.0,220.0,550.0,138.0,5.1,0.38,11.161,9.987,5.213,0.0,American Indian/Alaska Native Foods
33869,"INF FORMULA, GERBER, GOOD START 2, PROTECT PLUS, PDR",2.9,501,11.1,25.7,56.3,0.0,56.3,956.0,10.0,36.0,543.0,553.0,138.0,4.1,0.41,11.016,9.559,5.092,0.0,American Indian/Alaska Native Foods
33870,"INF FORMULA, MEAD JOHNSON, ENFAMI,ENFAGR, SOY,TOD,LIPIL,PDR",2.6,470,15.7,21.0,56.0,0.0,56.0,930.0,9.5,52.0,620.0,570.0,171.0,5.7,0.36,6.218,5.283,2.765,0.0,American Indian/Alaska Native Foods
33872,"INF FORMULA, GERBER, GOOD START 2 SOY, W/ IRON,PDR",2.9,501,12.5,25.6,55.6,0.0,55.6,526.0,9.0,55.0,316.0,581.0,200.0,4.5,0.401,11.043,8.132,6.024,0.0,American Indian/Alaska Native Foods
33871,"INF FORMULA, ABB NUTR, SIMIL, GO & GR, PDR, W/ ARA & DHA",2.0,512,15.36,27.65,52.2,0.0,52.2,998.0,10.2,46.0,666.0,768.0,154.0,3.84,0.461,11.43,10.227,5.338,0.0,American Indian/Alaska Native Foods
33866,"INF FORMULA, MEAD JOHNS, ENFA, ENFA, GENTL, TODD, LIPI, POW",4.5,494,12.9,26.0,52.0,0.0,52.0,970.0,9.9,40.0,650.0,650.0,200.0,5.0,0.37,11.76,0.231,5.464,0.0,American Indian/Alaska Native Foods
43216,"SWEETENERS,TABLETOP,FRUCTOSE,DRY,PDR",0.0,368,0.0,0.0,100.0,0.0,92.7,0.0,0.1,0.0,0.0,0.0,12.0,0.0,0.221,0.0,0.0,0.0,0.0,Restaurant Foods
43158,"SWEETENERS,TABLETOP,SACCHARIN (SODIUM SACCHARIN)",8.75,360,0.94,0.0,89.11,0.0,85.19,0.0,0.04,0.0,0.0,4.0,428.0,0.01,0.0,0.0,0.0,0.0,0.0,Restaurant Foods
44018,"SWEETENERS,TABLETOP,FRUCTOSE,LIQ",23.9,279,0.0,0.0,76.1,0.1,76.0,1.0,0.11,0.0,0.0,0.0,2.0,0.09,0.037,0.0,0.0,0.0,0.0,Restaurant Foods
42136,"CREAM SUB,PDR,LT",6.2,431,1.9,15.7,73.4,0.0,73.4,1.0,0.03,0.0,136.0,902.0,229.0,0.02,0.01,3.8,11.5,0.198,0.0,Restaurant Foods
90480,"SYRUP,CANE",26.0,269,0.0,0.0,73.14,0.0,73.2,13.0,3.6,10.0,8.0,63.0,58.0,0.19,0.02,0.0,0.0,0.0,0.0,Restaurant Foods
43057,"CANDIES,GUM DROPS,NO SUGAR OR LO CAL (SORBITOL)",11.7,354,0.0,0.2,88.1,0.0,70.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.034,0.092,0.064,0.0,Restaurant Foods
43205,"BEVERAGE,INST BRKFST PDR,CHOC,NOT RECON",7.4,353,19.9,1.4,66.2,0.4,65.8,285.0,12.82,228.0,427.0,947.0,385.0,8.55,1.425,0.56,0.314,0.278,12.0,Restaurant Foods
43401,"BEVERAGES,COFFEE,INST,W/ WHTNR,RED CAL",6.16,509,1.96,29.1,59.94,0.5,59.0,18.0,0.06,2.0,135.0,909.0,0.0,0.02,0.011,25.128,1.705,0.576,0.0,Restaurant Foods
42196,"CANDIES,MARS SNACKFOOD US,MILKY WAY MIDNIGHT BAR",7.2,443,3.2,17.5,71.22,2.9,57.81,53.0,1.2,58.0,75.0,196.0,168.0,0.89,0.344,11.474,4.639,0.514,10.0,Restaurant Foods
42183,"CANDIES,MARS SNACKFOOD US,TWIX CHOC FUDGE COOKIE BARS",2.2,550,7.3,33.3,56.0,3.0,53.0,130.0,1.31,46.0,147.0,309.0,266.0,0.92,0.293,4.962,14.319,12.521,6.0,Restaurant Foods
